2.8520,3.0880,4.2181,4.4499,5.0806,4.3096,4.2507,4.4706,4.8126,4.6043,4.6372,4.3737,4.8282,4.0810,4.0634,4.0009,4.3980,4.2327,4.1455,4.1817,4.2352,2.8992,1.7521,0.8771,0.6279,0.5069,0.4216,0.4126,0.3731,0.3539,0.3289,0.3608,0.3895,0.4045,0.4079,0.3692,0.3693
1.0156,1.0327,1.5418,1.8299,1.5763,1.6796,1.8232,2.1026,2.5825,1.8692,2.2250,2.3372,2.1446,2.2432,2.5846,2.7078,3.0879,3.6525,3.3752,3.5648,4.3310,4.0114,3.4034,1.5767,0.5521,0.2869,0.1957,0.1571,0.1466,0.1384,0.1207,0.1151,0.1757,0.1124,0.1147,0.1239,0.1255
0.9419,0.7851,1.2594,1.4287,1.1989,1.2060,1.3221,1.5206,1.8254,1.4096,1.6943,1.5757,1.4260,1.4436,1.5868,1.5544,1.6847,2.0281,2.2225,2.4617,2.9575,3.0084,2.9256,1.3361,0.4678,0.2332,0.1619,0.1245,0.1113,0.1006,0.0958,0.0958,0.1394,0.1001,0.1044,0.1105,0.1065
0.6105,0.6749,0.9289,1.0876,0.9784,0.9981,1.1191,1.2770,1.4478,1.1657,1.2901,1.2083,1.2633,1.3241,1.3823,1.4671,1.6379,1.7698,1.9446,2.0957,2.4482,2.0852,1.7741,0.9975,0.4901,0.2797,0.2080,0.1710,0.1367,0.1168,0.1029,0.0926,0.1257,0.0854,0.0867,0.0885,0.0863
0.3043,0.3300,0.4698,0.5320,0.4675,0.4652,0.5242,0.6002,0.7101,0.5171,0.5954,0.5603,0.5820,0.6329,0.6753,0.6813,0.7568,0.8942,0.9383,1.0797,1.2882,1.2321,1.1406,0.6011,0.2153,0.1035,0.0683,0.0491,0.0404,0.0346,0.0322,0.0345,0.0493,0.0307,0.0323,0.0320,0.0299
0.3929,0.3929,0.5899,0.6564,0.5845,0.5823,0.6545,0.7357,0.8217,0.6767,0.7466,0.6954,0.7094,0.7418,0.7890,0.7962,0.8626,0.9874,1.0865,1.2286,1.5204,1.4916,1.3285,0.8554,0.3295,0.1803,0.1043,0.0848,0.0800,0.0733,0.0696,0.0662,0.0920,0.0652,0.0696,0.0690,0.0661
0.8106,0.9154,1.2312,1.4753,1.3270,1.3868,1.5489,1.7681,2.0719,1.5671,1.7708,1.7289,1.8006,1.8623,2.0319,2.0529,2.2165,2.5867,2.7268,2.9498,3.4768,3.1256,2.7006,1.5101,0.5915,0.3269,0.2171,0.1763,0.1543,0.1488,0.1363,0.1311,0.1823,0.1194,0.1217,0.1206,0.1336
0.4778,0.2969,0.6740,0.7135,0.6227,0.6294,0.6476,0.6476,0.6983,0.5793,0.6851,0.6412,0.6098,0.5640,0.5701,0.5802,0.6404,0.7399,0.7057,0.7383,0.8325,0.8387,0.8325,0.4739,0.1948,0.1092,0.0713,0.0652,0.0578,0.0545,0.0536,0.0499,0.0667,0.0494,0.0457,0.0488,0.0448
0.5483,0.4785,0.7216,0.8358,0.8416,0.8311,0.8689,0.9674,1.0801,0.8642,0.9586,1.0414,0.9898,0.9714,1.0066,1.0849,1.1689,1.2647,1.2460,1.2849,1.4065,1.3319,1.1527,0.5868,0.2514,0.1496,0.1036,0.0893,0.0878,0.0810,0.0744,0.0666,0.0877,0.0631,0.0593,0.0561,0.0584
0.4911,0.5277,0.7743,0.8704,0.7867,0.8000,0.8678,0.9755,1.1343,1.0667,1.3055,1.0198,1.0797,1.0081,1.0556,1.1882,1.3619,1.2835,1.3247,1.4853,1.7333,1.5303,1.2790,0.7443,0.3944,0.2008,0.1542,0.1380,0.1334,0.1258,0.1181,0.1032,0.1329,0.0963,0.0923,0.0956,0.1005
